owner_name,owner_profile_url,repo_url_liked_by_owner,repo_url,repo_liked_by_owner,repo_name
albanie,https://github.com/albanie,https://github.com/albanie/SIGBOVIK17-GUNs,https://github.com/albanie/SIGBOVIK17-GUNs,SIGBOVIK17-GUNs,SIGBOVIK17-GUNs
sourcegraph,https://github.com/sourcegraph,https://github.com/sourcegraph/thyme,https://github.com/sourcegraph/thyme,thyme,thyme
nicolashery,https://github.com/nicolashery,https://github.com/nicolashery/mac-dev-setup,https://github.com/nicolashery/mac-dev-setup,mac-dev-setup,mac-dev-setup
jcjohnson,https://github.com/jcjohnson,https://github.com/jcjohnson/densecap,https://github.com/jcjohnson/densecap,densecap,densecap
dritchie,https://github.com/dritchie,https://github.com/dritchie/adnn,https://github.com/dritchie/adnn,adnn,adnn
yueatsprograms,https://github.com/yueatsprograms,https://github.com/yueatsprograms/Stochastic_Depth,https://github.com/yueatsprograms/Stochastic_Depth,Stochastic_Depth,Stochastic_Depth
jcjohnson,https://github.com/jcjohnson,https://github.com/jcjohnson/torch-rnn,https://github.com/jcjohnson/torch-rnn,torch-rnn,torch-rnn
facebook,https://github.com/facebook,https://github.com/facebook/fb.resnet.torch,https://github.com/facebook/fb.resnet.torch,fb.resnet.torch,fb.resnet.torch
pkmital,https://github.com/pkmital,https://github.com/pkmital/tensorflow_tutorials,https://github.com/pkmital/tensorflow_tutorials,tensorflow_tutorials,tensorflow_tutorials
KaimingHe,https://github.com/KaimingHe,https://github.com/KaimingHe/deep-residual-networks,https://github.com/KaimingHe/deep-residual-networks,deep-residual-networks,deep-residual-networks
waylonflinn,https://github.com/waylonflinn,https://github.com/waylonflinn/weblas,https://github.com/waylonflinn/weblas,weblas,weblas
siemanko,https://github.com/siemanko,https://github.com/siemanko/tf-adversarial,https://github.com/siemanko/tf-adversarial,tf-adversarial,tf-adversarial
ckreibich,https://github.com/ckreibich,https://github.com/ckreibich/scholar.py,https://github.com/ckreibich/scholar.py,scholar.py,scholar.py
sherjilozair,https://github.com/sherjilozair,https://github.com/sherjilozair/char-rnn-tensorflow,https://github.com/sherjilozair/char-rnn-tensorflow,char-rnn-tensorflow,char-rnn-tensorflow
nlintz,https://github.com/nlintz,https://github.com/nlintz/TensorFlow-Tutorials,https://github.com/nlintz/TensorFlow-Tutorials,TensorFlow-Tutorials,TensorFlow-Tutorials
PrincetonVision,https://github.com/PrincetonVision,https://github.com/PrincetonVision/marvin,https://github.com/PrincetonVision/marvin,marvin,marvin
tensorflow,https://github.com/tensorflow,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,tensorflow,tensorflow
ShaoqingRen,https://github.com/ShaoqingRen,https://github.com/ShaoqingRen/faster_rcnn,https://github.com/ShaoqingRen/faster_rcnn,faster_rcnn,faster_rcnn
GitbookIO,https://github.com/GitbookIO,https://github.com/GitbookIO/gitbook,https://github.com/GitbookIO/gitbook,gitbook,gitbook
jcjohnson,https://github.com/jcjohnson,https://github.com/jcjohnson/neural-style,https://github.com/jcjohnson/neural-style,neural-style,neural-style
tkocisky,https://github.com/tkocisky,https://github.com/tkocisky/oxnn,https://github.com/tkocisky/oxnn,oxnn,oxnn
hardmaru,https://github.com/hardmaru,https://github.com/hardmaru/neuralslimevolley,https://github.com/hardmaru/neuralslimevolley,neuralslimevolley,neuralslimevolley
Newmu,https://github.com/Newmu,https://github.com/Newmu/Theano-Tutorials,https://github.com/Newmu/Theano-Tutorials,Theano-Tutorials,Theano-Tutorials
phanein,https://github.com/phanein,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,deepwalk,deepwalk
Sohl-Dickstein,https://github.com/Sohl-Dickstein,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,Sum-of-Functions-Optimizer,Sum-of-Functions-Optimizer
jcjohnson,https://github.com/jcjohnson,https://github.com/jcjohnson/simple-amt,https://github.com/jcjohnson/simple-amt,simple-amt,simple-amt
erikbern,https://github.com/erikbern,https://github.com/erikbern/deep-pink,https://github.com/erikbern/deep-pink,deep-pink,deep-pink
IoannisAntonoglou,https://github.com/IoannisAntonoglou,https://github.com/IoannisAntonoglou/optimBench,https://github.com/IoannisAntonoglou/optimBench,optimBench,optimBench
jetpacapp,https://github.com/jetpacapp,https://github.com/jetpacapp/DeepBeliefSDK,https://github.com/jetpacapp/DeepBeliefSDK,DeepBeliefSDK,DeepBeliefSDK
jnordberg,https://github.com/jnordberg,https://github.com/jnordberg/gif.js,https://github.com/jnordberg/gif.js,gif.js,gif.js
,,https://github.com/albanie/SIGBOVIK17-GUNs,,SIGBOVIK17-GUNs,
,,https://github.com/sourcegraph/thyme,,thyme,
,,https://github.com/nicolashery/mac-dev-setup,,mac-dev-setup,
,,https://github.com/jcjohnson/densecap,,densecap,
,,https://github.com/dritchie/adnn,,adnn,
,,https://github.com/yueatsprograms/Stochastic_Depth,,Stochastic_Depth,
,,https://github.com/jcjohnson/torch-rnn,,torch-rnn,
,,https://github.com/facebook/fb.resnet.torch,,fb.resnet.torch,
,,https://github.com/pkmital/tensorflow_tutorials,,tensorflow_tutorials,
,,https://github.com/KaimingHe/deep-residual-networks,,deep-residual-networks,
,,https://github.com/waylonflinn/weblas,,weblas,
,,https://github.com/siemanko/tf-adversarial,,tf-adversarial,
,,https://github.com/ckreibich/scholar.py,,scholar.py,
,,https://github.com/sherjilozair/char-rnn-tensorflow,,char-rnn-tensorflow,
,,https://github.com/nlintz/TensorFlow-Tutorials,,TensorFlow-Tutorials,
,,https://github.com/PrincetonVision/marvin,,marvin,
,,https://github.com/tensorflow/tensorflow,,tensorflow,
,,https://github.com/ShaoqingRen/faster_rcnn,,faster_rcnn,
,,https://github.com/GitbookIO/gitbook,,gitbook,
,,https://github.com/jcjohnson/neural-style,,neural-style,
,,https://github.com/tkocisky/oxnn,,oxnn,
,,https://github.com/hardmaru/neuralslimevolley,,neuralslimevolley,
,,https://github.com/Newmu/Theano-Tutorials,,Theano-Tutorials,
,,https://github.com/phanein/deepwalk,,deepwalk,
,,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,,Sum-of-Functions-Optimizer,
,,https://github.com/jcjohnson/simple-amt,,simple-amt,
,,https://github.com/erikbern/deep-pink,,deep-pink,
,,https://github.com/IoannisAntonoglou/optimBench,,optimBench,
,,https://github.com/jetpacapp/DeepBeliefSDK,,DeepBeliefSDK,
,,https://github.com/jnordberg/gif.js,,gif.js,
,,https://github.com/albanie/SIGBOVIK17-GUNs,,SIGBOVIK17-GUNs,
,,https://github.com/sourcegraph/thyme,,thyme,
,,https://github.com/nicolashery/mac-dev-setup,,mac-dev-setup,
,,https://github.com/jcjohnson/densecap,,densecap,
,,https://github.com/dritchie/adnn,,adnn,
,,https://github.com/yueatsprograms/Stochastic_Depth,,Stochastic_Depth,
,,https://github.com/jcjohnson/torch-rnn,,torch-rnn,
,,https://github.com/facebook/fb.resnet.torch,,fb.resnet.torch,
,,https://github.com/pkmital/tensorflow_tutorials,,tensorflow_tutorials,
,,https://github.com/KaimingHe/deep-residual-networks,,deep-residual-networks,
,,https://github.com/waylonflinn/weblas,,weblas,
,,https://github.com/siemanko/tf-adversarial,,tf-adversarial,
,,https://github.com/ckreibich/scholar.py,,scholar.py,
,,https://github.com/sherjilozair/char-rnn-tensorflow,,char-rnn-tensorflow,
,,https://github.com/nlintz/TensorFlow-Tutorials,,TensorFlow-Tutorials,
,,https://github.com/PrincetonVision/marvin,,marvin,
,,https://github.com/tensorflow/tensorflow,,tensorflow,
,,https://github.com/ShaoqingRen/faster_rcnn,,faster_rcnn,
,,https://github.com/GitbookIO/gitbook,,gitbook,
,,https://github.com/jcjohnson/neural-style,,neural-style,
,,https://github.com/tkocisky/oxnn,,oxnn,
,,https://github.com/hardmaru/neuralslimevolley,,neuralslimevolley,
,,https://github.com/Newmu/Theano-Tutorials,,Theano-Tutorials,
,,https://github.com/phanein/deepwalk,,deepwalk,
,,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,,Sum-of-Functions-Optimizer,
,,https://github.com/jcjohnson/simple-amt,,simple-amt,
,,https://github.com/erikbern/deep-pink,,deep-pink,
,,https://github.com/IoannisAntonoglou/optimBench,,optimBench,
,,https://github.com/jetpacapp/DeepBeliefSDK,,DeepBeliefSDK,
,,https://github.com/jnordberg/gif.js,,gif.js,
,,https://github.com/albanie/SIGBOVIK17-GUNs,,SIGBOVIK17-GUNs,
,,https://github.com/sourcegraph/thyme,,thyme,
,,https://github.com/nicolashery/mac-dev-setup,,mac-dev-setup,
,,https://github.com/jcjohnson/densecap,,densecap,
,,https://github.com/dritchie/adnn,,adnn,
,,https://github.com/yueatsprograms/Stochastic_Depth,,Stochastic_Depth,
,,https://github.com/jcjohnson/torch-rnn,,torch-rnn,
,,https://github.com/facebook/fb.resnet.torch,,fb.resnet.torch,
,,https://github.com/pkmital/tensorflow_tutorials,,tensorflow_tutorials,
,,https://github.com/KaimingHe/deep-residual-networks,,deep-residual-networks,
,,https://github.com/waylonflinn/weblas,,weblas,
,,https://github.com/siemanko/tf-adversarial,,tf-adversarial,
,,https://github.com/ckreibich/scholar.py,,scholar.py,
,,https://github.com/sherjilozair/char-rnn-tensorflow,,char-rnn-tensorflow,
,,https://github.com/nlintz/TensorFlow-Tutorials,,TensorFlow-Tutorials,
,,https://github.com/PrincetonVision/marvin,,marvin,
,,https://github.com/tensorflow/tensorflow,,tensorflow,
,,https://github.com/ShaoqingRen/faster_rcnn,,faster_rcnn,
,,https://github.com/GitbookIO/gitbook,,gitbook,
,,https://github.com/jcjohnson/neural-style,,neural-style,
,,https://github.com/tkocisky/oxnn,,oxnn,
,,https://github.com/hardmaru/neuralslimevolley,,neuralslimevolley,
,,https://github.com/Newmu/Theano-Tutorials,,Theano-Tutorials,
,,https://github.com/phanein/deepwalk,,deepwalk,
,,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,,Sum-of-Functions-Optimizer,
,,https://github.com/jcjohnson/simple-amt,,simple-amt,
,,https://github.com/erikbern/deep-pink,,deep-pink,
,,https://github.com/IoannisAntonoglou/optimBench,,optimBench,
,,https://github.com/jetpacapp/DeepBeliefSDK,,DeepBeliefSDK,
,,https://github.com/jnordberg/gif.js,,gif.js,
,,https://github.com/albanie/SIGBOVIK17-GUNs,,SIGBOVIK17-GUNs,
,,https://github.com/sourcegraph/thyme,,thyme,
,,https://github.com/nicolashery/mac-dev-setup,,mac-dev-setup,
,,https://github.com/jcjohnson/densecap,,densecap,
,,https://github.com/dritchie/adnn,,adnn,
,,https://github.com/yueatsprograms/Stochastic_Depth,,Stochastic_Depth,
,,https://github.com/jcjohnson/torch-rnn,,torch-rnn,
,,https://github.com/facebook/fb.resnet.torch,,fb.resnet.torch,
,,https://github.com/pkmital/tensorflow_tutorials,,tensorflow_tutorials,
,,https://github.com/KaimingHe/deep-residual-networks,,deep-residual-networks,
,,https://github.com/waylonflinn/weblas,,weblas,
,,https://github.com/siemanko/tf-adversarial,,tf-adversarial,
,,https://github.com/ckreibich/scholar.py,,scholar.py,
,,https://github.com/sherjilozair/char-rnn-tensorflow,,char-rnn-tensorflow,
,,https://github.com/nlintz/TensorFlow-Tutorials,,TensorFlow-Tutorials,
,,https://github.com/PrincetonVision/marvin,,marvin,
,,https://github.com/tensorflow/tensorflow,,tensorflow,
,,https://github.com/ShaoqingRen/faster_rcnn,,faster_rcnn,
,,https://github.com/GitbookIO/gitbook,,gitbook,
,,https://github.com/jcjohnson/neural-style,,neural-style,
,,https://github.com/tkocisky/oxnn,,oxnn,
,,https://github.com/hardmaru/neuralslimevolley,,neuralslimevolley,
,,https://github.com/Newmu/Theano-Tutorials,,Theano-Tutorials,
,,https://github.com/phanein/deepwalk,,deepwalk,
,,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,,Sum-of-Functions-Optimizer,
,,https://github.com/jcjohnson/simple-amt,,simple-amt,
,,https://github.com/erikbern/deep-pink,,deep-pink,
,,https://github.com/IoannisAntonoglou/optimBench,,optimBench,
,,https://github.com/jetpacapp/DeepBeliefSDK,,DeepBeliefSDK,
,,https://github.com/jnordberg/gif.js,,gif.js,
,,https://github.com/albanie/SIGBOVIK17-GUNs,,SIGBOVIK17-GUNs,
,,https://github.com/sourcegraph/thyme,,thyme,
,,https://github.com/nicolashery/mac-dev-setup,,mac-dev-setup,
,,https://github.com/jcjohnson/densecap,,densecap,
,,https://github.com/dritchie/adnn,,adnn,
,,https://github.com/yueatsprograms/Stochastic_Depth,,Stochastic_Depth,
,,https://github.com/jcjohnson/torch-rnn,,torch-rnn,
,,https://github.com/facebook/fb.resnet.torch,,fb.resnet.torch,
,,https://github.com/pkmital/tensorflow_tutorials,,tensorflow_tutorials,
,,https://github.com/KaimingHe/deep-residual-networks,,deep-residual-networks,
,,https://github.com/waylonflinn/weblas,,weblas,
,,https://github.com/siemanko/tf-adversarial,,tf-adversarial,
,,https://github.com/ckreibich/scholar.py,,scholar.py,
,,https://github.com/sherjilozair/char-rnn-tensorflow,,char-rnn-tensorflow,
,,https://github.com/nlintz/TensorFlow-Tutorials,,TensorFlow-Tutorials,
,,https://github.com/PrincetonVision/marvin,,marvin,
,,https://github.com/tensorflow/tensorflow,,tensorflow,
,,https://github.com/ShaoqingRen/faster_rcnn,,faster_rcnn,
,,https://github.com/GitbookIO/gitbook,,gitbook,
,,https://github.com/jcjohnson/neural-style,,neural-style,
,,https://github.com/tkocisky/oxnn,,oxnn,
,,https://github.com/hardmaru/neuralslimevolley,,neuralslimevolley,
,,https://github.com/Newmu/Theano-Tutorials,,Theano-Tutorials,
,,https://github.com/phanein/deepwalk,,deepwalk,
,,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,,Sum-of-Functions-Optimizer,
,,https://github.com/jcjohnson/simple-amt,,simple-amt,
,,https://github.com/erikbern/deep-pink,,deep-pink,
,,https://github.com/IoannisAntonoglou/optimBench,,optimBench,
,,https://github.com/jetpacapp/DeepBeliefSDK,,DeepBeliefSDK,
,,https://github.com/jnordberg/gif.js,,gif.js,
,,https://github.com/albanie/SIGBOVIK17-GUNs,,SIGBOVIK17-GUNs,
,,https://github.com/sourcegraph/thyme,,thyme,
,,https://github.com/nicolashery/mac-dev-setup,,mac-dev-setup,
,,https://github.com/jcjohnson/densecap,,densecap,
,,https://github.com/dritchie/adnn,,adnn,
,,https://github.com/yueatsprograms/Stochastic_Depth,,Stochastic_Depth,
,,https://github.com/jcjohnson/torch-rnn,,torch-rnn,
,,https://github.com/facebook/fb.resnet.torch,,fb.resnet.torch,
,,https://github.com/pkmital/tensorflow_tutorials,,tensorflow_tutorials,
,,https://github.com/KaimingHe/deep-residual-networks,,deep-residual-networks,
,,https://github.com/waylonflinn/weblas,,weblas,
,,https://github.com/siemanko/tf-adversarial,,tf-adversarial,
,,https://github.com/ckreibich/scholar.py,,scholar.py,
,,https://github.com/sherjilozair/char-rnn-tensorflow,,char-rnn-tensorflow,
,,https://github.com/nlintz/TensorFlow-Tutorials,,TensorFlow-Tutorials,
,,https://github.com/PrincetonVision/marvin,,marvin,
,,https://github.com/tensorflow/tensorflow,,tensorflow,
,,https://github.com/ShaoqingRen/faster_rcnn,,faster_rcnn,
,,https://github.com/GitbookIO/gitbook,,gitbook,
